Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES,base_rdkit_smiles
HGMZEODAGGOPIV-UHFFFAOYNA-N,CHEMBL1378653,1559,A,5.35,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1=CC(N=CCC=2N(N=NN2)C3=CC=CC=C3)=C(OC)C=C1,COc1ccc(C(F)(F)F)cc1N=CCc1nnnn1-c1ccccc1
NNDMYIUFZWOKBY-FLFQWRMENA-N,CHEMBL3214530,1559,A,6.05,chembl20,737826,9606,CYP2C9,un28,BrC1=CC=C(/N=C/2\C(C(=O)C=3C2=CC=CC3)C=4C=CC(OC)=CC4)C=C1,COc1ccc(C2C(=O)c3ccccc3/C2=N/c2ccc(Br)cc2)cc1
OQZOXHCRSXYSPM-PKSOQXRJNA-N,443389,1559,A,8.200660000000001,pubchem,883,9606,CYP2C9,un28,S(C=1C=C2CCN(C2=CC1C(F)(F)F)C(=O)NC3=CC=CN=C3)C,CSc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccnc1)CC2
ROZAFYPRBZUSRG-UHFFFAOYNA-N,CHEMBL1344097,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,FC1=CC=C(N2C(O)=C(N3CC=C(CC3)C4=CC=C(F)C=C4)C=C2O)C=C1,Oc1cc(N2CC=C(c3ccc(F)cc3)CC2)c(O)n1-c1ccc(F)cc1
SFPZPHXDUQLYPL-LNNLXFCONA-N,CHEMBL1568767,1559,A,6.1,chembl20,737826,9606,CYP2C9,un28,N=1C=2C(C(=NC1)NCC3=CC(=CC=C3)C)=CC(C=4C=C(C=CC4)C#N)=CC2,Cc1cccc(CNc2ncnc3ccc(-c4cccc(C#N)c4)cc23)c1
PGRBQXJXJWLSFB-UHFFFAOYNA-N,CHEMBL492891,1559,A,5.73,chembl20,512783,9606,CYP2C9,un28,C1=CC=C2C(=C1)C=C(C3=CN=CC=C3)C(C(C4=CC=C(C=C4)C#N)=O)=C2,N#Cc1ccc(C(=O)c2cc3ccccc3cc2-c2cccnc2)cc1
PSPSTURWXHONRF-UHFFFAOYNA-N,CHEMBL1575899,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S(C=1N(C(=NN1)COC2=CC=CC=C2)C3=CC=CC=C3)CC(=O)C=4C=CC=CC4,O=C(CSc1nnc(COc2ccccc2)n1-c1ccccc1)c1ccccc1
MNKRJSJKVHUXIG-XWKXFZRBNA-N,CHEMBL1170522,1559,A,6.25,chembl20,737826,9606,CYP2C9,un28,C1CN(CCO1)C(NC=2C=CC=CC2)=O,O=C(Nc1ccccc1)N1CCOCC1
QCMYNIHAZUWGBC-MPIMZMORNA-N,CHEMBL1085745,1559,A,6.52,chembl20,635055,9606,CYP2C9,un28,N1(CCC(C1)C2=CC=NC=C2)C(=O)NCC3=CC=CC=C3OC(F)(F)F,O=C(NCc1ccccc1OC(F)(F)F)N1CCC(c2ccncc2)C1
SSBKUYCZYQBQFN-WXRBYKJCNA-N,CHEMBL259515,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,C=1(SN(C(=O)N1)C)NC(C=2C=CC=CC2)=O,Cn1sc(NC(=O)c2ccccc2)nc1=O
ALGJKWNHKLTCIT-UHFFFAOYNA-N,CHEMBL1765205,1559,N,4.84,chembl20,742210,9606,CYP2C9,un28,C1CC=2C=3N(C1=O)CCC3C=C(C=4C=CC=NC4)C2,O=C1CCc2cc(-c3cccnc3)cc3c2N1CC3
FXCZYEASYBCFHA-HCKMINDGNA-N,CHEMBL1463577,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N(C=1C=C(N(=O)=O)C=CC1)CC(=O)NC2=CC(F)=CC=C2)C,CS(=O)(=O)N(CC(=O)Nc1cccc(F)c1)c1cccc([N+](=O)[O-])c1
FTQZYPFOMZJSSE-PKSOQXRJNA-N,CHEMBL242363,1559,N,4.5,chembl20,737826,9606,CYP2C9,un28,C1=C(C=C2CCN(C2=C1)C(CCC(O)=O)=O)S(NCC3=CC=CS3)(=O)=O,O=C(O)CCC(=O)N1CCc2cc(S(=O)(=O)NCc3cccs3)ccc21
BYUYWKCVLWWUJJ-HSTJUUNINA-N,CHEMBL1410411,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,O=C1N(N(C(C1C(C)C)=CN([C@H](CC2=CC=CC=C2)C)C)C)C3=CC=CC=C3,CC(C)C1C(=O)N(c2ccccc2)N(C)C1=CN(C)[C@@H](C)Cc1ccccc1
GUDVQJXODNJRIJ-CALCHBBNNA-N,CHEMBL275707,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,N1(C2=C(C3=C1C=CC=C3)C=CC=C2)CCCN4C[C@H](N[C@H](C4)C)C,C[C@H]1CN(CCCn2c3ccccc3c3ccccc32)C[C@@H](C)N1
PMYKNBWAXVYERX-UHFFFAOYNA-N,CHEMBL1579683,1559,N,4.9,chembl20,737826,9606,CYP2C9,un28,O=N(=O)C=1C(N2CCCCC2)=CC=C(N3C(=C(C=C3C)C=O)C)C1,Cc1cc(C=O)c(C)n1-c1ccc(N2CCCCC2)c([N+](=O)[O-])c1
BQAVZGJJQFJSMW-UHFFFAOYNA-N,CHEMBL2179319,1559,N,4.96,chembl20,879032,9606,CYP2C9,un28,C1=CC=CC(=C1)C2CCN(CC2)C=3C=CN4C(C3C(F)(F)F)=NN=C4CC5CC5,FC(F)(F)c1c(N2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12
SPSQLXDQAPAEAE-PKSOQXRJNA-N,CHEMBL1587109,1559,A,5.5,chembl20,737826,9606,CYP2C9,un28,O(C(=O)C1=C(N=C(NCCCC)C(=C1)C#N)C2=CC=CC=C2)CC,CCCCNc1nc(-c2ccccc2)c(C(=O)OCC)cc1C#N
PPAZSZDOURUFBG-UHFFFAOYNA-N,CHEMBL1393830,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2=C(C=3N(N=C(N3)CCCCC)C=C2)C#N)C=C1,CCCCCc1nc2c(C#N)c(-c3ccc(Cl)cc3)ccn2n1
SLKKBXGMNVIEOQ-UHFFFAOYNA-N,158617,1559,A,6.10002,pubchem,883,9606,CYP2C9,un28,O(C(=O)C1=C(C(C(=NC1C)C)C(OC)=O)C=2C3=NON=C3C=CC2)C(C)C,COC(=O)C1C(C)=NC(C)C(C(=O)OC(C)C)=C1c1cccc2nonc12
DIRIUBJJSKWOPT-PECIQRARNA-N,CHEMBL1369376,1559,A,5.2,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(C2=C3C(NC(SCC(=O)N)=C2C#N)=C4C(=C3O)C=CC=C4)C=C1,N#Cc1c(SCC(N)=O)[nH]c2c3ccccc3c(O)c-2c1-c1ccc(Cl)cc1
UQMJQKRHTZOCNO-UHFFFAOYNA-N,CHEMBL1600421,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,ClC=1SC(=CN1)COC2=CC=C(Cl)C=C2,Clc1ccc(OCc2cnc(Cl)s2)cc1
AMBKIGWQVYQEBL-UHFFFAOYNA-N,CHEMBL1311969,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,O1N=C(N=C1C2CN(C(=O)C3=C(OC)C=CC=C3)CCC2)C4=CC(OC)=C(OC)C=C4,COc1ccc(-c2noc(C3CCCN(C(=O)c4ccccc4OC)C3)n2)cc1OC
FEBNFIRDFFCIBX-UHFFFAOYNA-N,CHEMBL1395281,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,FC=1C=C(C(=O)N2CCC3(CN(C3)C=4C=CN=CC4)CC2)C=CC1,O=C(c1cccc(F)c1)N1CCC2(CC1)CN(c1ccncc1)C2
VMDPGANFCLTPIQ-LQFNOIFHNA-N,CHEMBL1452708,1559,N,4.95,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C(NS(=O)(=O)C2=CC=C(C=C2)C)=NC=3C(OC)=CC=CC3)=CC1,COc1ccccc1N=C(NS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1
NWNWYYITEHIGQE-LQFNOIFHNA-N,CHEMBL33884,1559,A,5.0,chembl20,688885,9606,CYP2C9,un28,N1(CCC(COC(C2=CN(C=3C=CC=CC23)C)=O)CC1)CC=NS(O)(=O)C,Cn1cc(C(=O)OCC2CCN(CC=N[SH](C)(=O)O)CC2)c2ccccc21
NNBWQXRXSHMHHN-UHFFFAOYNA-N,23657438,1559,A,5.30103,pubchem,439568,9606,CYP2C9,un28,ClC=1C=C(COC=2C=C3OC(=O)CC(C3=CC2)C=NC)C=CC1,CN=CC1CC(=O)Oc2cc(OCc3cccc(Cl)c3)ccc21
GCLVZVSTRWZGFK-UHFFFAOYNA-N,CHEMBL150799,1559,A,5.22,chembl20,51532,9606,CYP2C9,un28,C=1(C=2C(OCCCC)=CC=CC2)ON=CC1,CCCCOc1ccccc1-c1ccno1
GWUUETPFVSILLU-GAKSAGRZNA-N,CHEMBL1466013,1559,N,4.45,chembl20,737826,9606,CYP2C9,un28,S=C(NNC(=O)C=1OC=CC1)NC=2C=CC=CC2,O=C(NNC(=S)Nc1ccccc1)c1ccco1
VMNQWTCCPOASJY-UHFFFAOYNA-N,CHEMBL1586705,1559,A,7.2,chembl20,737826,9606,CYP2C9,un28,S(CC=1C=2C(C=CC1)=CC=CC2)CCC3=CC=NC=C3,c1ccc2c(CSCCc3ccncc3)cccc2c1
DXQOIUIKKLEKLP-UHFFFAOYNA-N,CHEMBL1485450,1559,N,4.65,chembl20,737826,9606,CYP2C9,un28,ClC=1C(N2CCN(CC2)CCOC3=NON=C3C=4C=CC=CC4)=CC=C(N(=O)=O)C1,O=[N+]([O-])c1ccc(N2CCN(CCOc3nonc3-c3ccccc3)CC2)c(Cl)c1
ZSBLVYQWWDSOFT-HCKMINDGNA-N,CHEMBL1741947,1559,N,4.4,chembl20,737826,9606,CYP2C9,un28,FC(F)(F)C1=NN(C(=C1)C)CC(=O)NC2=CN=CC=C2,Cc1cc(C(F)(F)F)nn1CC(=O)Nc1cccnc1
QDIBROZJVKGXOA-UHFFFAOYNA-N,CHEMBL1546249,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O1C(OC=2C(=CC=CC2C)C)(C3=C(C1=O)C=CC=C3)C4=CC=CC=C4,Cc1cccc(C)c1OC1(c2ccccc2)OC(=O)c2ccccc21
GHKOMFAUZDGVHG-WXRBYKJCNA-N,CHEMBL1517248,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,O(C(=O)C=1C=C(C(=O)O)C=NC1)CC,CCOC(=O)c1cncc(C(=O)O)c1
ZUEBSLXIWLEWET-GPQMBLKYNA-N,CHEMBL313339,1559,A,5.15,chembl20,737826,9606,CYP2C9,un28,N1=C(N(C2=CC=CC=C2)N=C1C=3C=CC=CC3)S,Sc1nc(-c2ccccc2)nn1-c1ccccc1
UYNZVKFEUXVBBP-VEWCPZSHNA-N,CHEMBL1377321,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,ClC=1C(Cl)=CC=C(NC(=O)NC=2C=C(C(OC)=O)C=CC2)C1,COC(=O)c1cccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)c1
PNTNYAROJBIZDO-UHFFFAOYNA-N,CHEMBL1477644,1559,N,4.85,chembl20,737826,9606,CYP2C9,un28,S1N=NC(C=2C=C3C(=CC2)C=CC=C3)=C1,c1ccc2cc(-c3csnn3)ccc2c1
LFYDVSVCBLVHKM-UHFFFAOYNA-N,CHEMBL1338311,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,O(C(=O)N1CCC2(CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC1)C,COC(=O)N1CCC2(CC1)CN(C(c1ccccc1)c1ccccc1)C2
BPQXVNLXHZYSPG-GHXNOFRVNA-N,CHEMBL3208765,1559,A,8.25,chembl20,737826,9606,CYP2C9,un28,S1C=2C(N=C1/N=C\N(C)C)=CC=C(OC)C2,COc1ccc2nc(/N=C\N(C)C)sc2c1
QNSOPUXDEXJMIY-UHFFFAOYNA-N,CHEMBL448743,1559,N,3.91,chembl20,537844,9606,CYP2C9,un28,C1=CC(=CC2=C1C(CC2)=O)C3=CN=CC=C3,O=C1CCc2cc(-c3cccnc3)ccc21
AXWVLTPKVNUVNM-FQEVSTJZNA-N,CHEMBL1435654,1559,A,5.6,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(N1C[C@@]2(CN(CC2)C3=CC=CC=C3)CCC1)C4=CC=CC=C4,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(c3ccccc3)C2)C1
WMKRKXOCIJXGEG-PKSOQXRJNA-N,CHEMBL1561905,1559,A,5.45,chembl20,737826,9606,CYP2C9,un28,ClC1=CC=C(S(=O)(=O)C2=C(O)N=C(C=C2C)C=3C=CC=CC3)C=C1,Cc1cc(-c2ccccc2)nc(O)c1S(=O)(=O)c1ccc(Cl)cc1
HVANVFGWLJJBBD-PKSOQXRJNA-N,CHEMBL1337409,1559,A,5.3,chembl20,737826,9606,CYP2C9,un28,ClC=1C(CSCC=2N(C(S)=NN2)C3=CC=CC=C3)=CC=CC1,Sc1nnc(CSCc2ccccc2Cl)n1-c1ccccc1
RHCNTGOOOJBNGY-LELJVTLKNA-N,CHEMBL483337,1559,N,4.72,chembl20,501339,9606,CYP2C9,un28,C(CC1=C2C=CC=3C=C(C=CC3N2N=C1)O)C(=O)N=C4CCCCC4C(O)=O,O=C(CCc1cnn2c1ccc1cc(O)ccc12)N=C1CCCCC1C(=O)O
QWCRAEMEVRGPNT-UHFFFAOYNA-N,CHEMBL49,1559,A,5.1,chembl20,737826,9606,CYP2C9,un28,N1(C(CC2(CC1=O)CCCC2)=O)CCCCN3CCN(C4=NC=CC=N4)CC3,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
CSJBQHKLXSKMOH-LNNLXFCONA-N,CHEMBL1330580,1559,A,6.4,chembl20,737826,9606,CYP2C9,un28,ClC1=C2N(N=C1C(=O)NCC=3OC=CC3)C(C(F)(F)F)=CC(=N2)C=4C=CC(OC)=CC4,COc1ccc(-c2cc(C(F)(F)F)n3nc(C(=O)NCc4ccco4)c(Cl)c3n2)cc1
KYTYWNGTUQPVFG-HCKMINDGNA-N,CHEMBL1530272,1559,A,6.95,chembl20,737826,9606,CYP2C9,un28,ClC=1C=2NC(=NC2C=CC1N)C=3C=CC(N)=CC3,Nc1ccc(-c2nc3ccc(N)c(Cl)c3[nH]2)cc1
WGVJRSDANQSQQC-YYDJUVGSNA-N,CHEMBL3209485,1559,A,5.0,chembl20,737826,9606,CYP2C9,un28,S(=O)(=O)(/N=C(/N1C=2C(N=C1C)=CC=CC2)\C=3C=CC(F)=CC3)C4=CC=C(C=C4)C,Cc1ccc(S(=O)(=O)/N=C(\c2ccc(F)cc2)n2c(C)nc3ccccc32)cc1
JVVHLTXQSFRAFK-HPRFPMAVNA-N,10318708,1559,A,5.22185,pubchem,288427,9606,CYP2C9,un28,ClC1=CC(NC=2N=C(C(C(=O)NCC3CCCC3)=CN2)C(F)(F)F)=CC=C1,O=C(NCC1CCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F
DRNWOQQRWNJAIJ-UHFFFAOYNA-N,CHEMBL1355135,1559,N,4.8,chembl20,737826,9606,CYP2C9,un28,ClC=1C=CC(C2=NC3=C(N(C2=O)CC4=CC(OC)=CC=C4)N=CN=C3)=CC1,COc1cccc(Cn2c(=O)c(-c3ccc(Cl)cc3)nc3cncnc32)c1
